item_id,item_name,item_type,item_rarity,item_series,item_set,item_intro_chapter,item_intro_season,item_added
Backpack_CombCrater,The Urn,backpack,rare,,Undertaker,6,2,2025-04-17T19:17:39Z
Backpack_CometHoliday,Celebration Bell,backpack,rare,,A Very Guff WinterFest,6,1,2024-12-18T12:19:13Z
Backpack_ComicPop_Bass,Pop Squid,backpack,rare,,Ultra Pop,,,2025-05-22T01:55:14Z
Backpack_ComicPop_Mic,Drip Trip,backpack,rare,,Ultra Pop,,,2025-05-22T01:55:14Z
Backpack_CommandoSpy,Sniper's Reflex,backpack,rare,,Into the Dark,6,5,2025-08-26T08:18:15Z
Backpack_ConfectionPop,Sgt. Lapin,backpack,rare,,Mainframe Throwback,4,4,2023-09-26T14:25:42Z
Backpack_Conscience,Accusation,backpack,epic,,Fear Response,3,4,2022-10-18T23:49:57Z
Backpack_Contaminate,Kinetic Scabbard,backpack,rare,,Redline Rider,5,2,2024-05-05T16:03:20Z
Backpack_CookiePlus,Pink Plushie,backpack,gaminglegends,Gaming Legends Series,Fall Guys,5,3,2024-06-15T20:50:31Z
Backpack_CookiePlusVow,Blue Plushie Bean,backpack,gaminglegends,Gaming Legends Series,Fall Guys,7,1,2026-01-23T15:03:51Z
Backpack_CoolSlice_Golf,Leftorium Emergency Kit,backpack,rare,,The Simpsons,6,6,2025-11-02T20:05:32Z
Backpack_CopperMoggy_Prime,Vanguard Pack,backpack,rare,,Island's Innovator,7,3,2026-06-06T03:03:15Z
Backpack_CopperToll,Styx Skiff,backpack,rare,,Stygian Boatman,5,2,2024-03-26T08:30:33Z
Backpack_CoralNumber,Weld-O,backpack,rare,CREW SERIES,Mayhem Marauder,5,3,2024-07-23T17:53:01Z
Backpack_CordSyrup,Budpack,backpack,dc,DC SERIES,Feudal Gotham,6,1,2024-12-20T14:40:31Z
Backpack_CoreStreet,Anarchist's Amp,backpack,rare,,Kick it Off,6,2,2025-03-25T17:24:52Z
Backpack_CoreStreet_Guitar,The Rebel,backpack,rare,,Kick it Off,6,2,2025-05-22T01:55:14Z
Backpack_CorkFloor,Chitin Titan,backpack,icon,Icon Series,Metallica,5,3,2024-06-13T08:00:00Z
Backpack_CorkFloor_Bass,Robert's Warwick M72 Bass,backpack,icon,Icon Series,Metallica,,,2025-05-22T01:55:14Z
Backpack_CornerWeek,Creel's Clock,backpack,rare,,Stranger Things,6,6,2025-11-20T15:08:06Z
Backpack_CorvidStomp,Eight-Span Wings,backpack,rare,,Crow Guide,6,1,2025-01-31T14:25:34Z
Backpack_CorvidStomp_Guitar,Riff Rook,backpack,rare,,,,,2025-02-09T00:00:00Z
Backpack_CosmicSquatter,Squawk Sack,backpack,rare,,Breaker of Cages,5,1,2024-01-23T13:34:48Z
Backpack_CountyFrog,DoodleBob,backpack,rare,,SpongeBob SquarePants,7,1,2025-12-20T00:00:00Z
Backpack_CountyFrog_DrumStick,Bikini Bottom Kit,backpack,rare,,SpongeBob SquarePants,7,1,2025-12-20T00:00:00Z
Backpack_CountyFrog_Guitar,Goofy Goober,backpack,rare,,SpongeBob SquarePants,7,1,2025-12-20T00:00:00Z
Backpack_CowboyHatCape,Hela's Cape,backpack,marvel,MARVEL SERIES,Ragnarok,5,2,2024-04-23T08:26:50Z
Backpack_CoyoTear,Cybertooth Tiger,backpack,rare,,Tiger's Eye,4,4,2023-09-12T09:40:36Z
Backpack_CoyoteTrail,Wings of Victory,backpack,icon,Icon Series,Giannis Antetokounmpo,4,1,2022-12-23T12:36:17Z
Backpack_CoyoteTrailDark,Dunk Buckler,backpack,icon,Icon Series,Giannis Antetokounmpo,4,1,2022-12-23T12:36:17Z
Backpack_CozyMechanic,Elite Ohm,backpack,rare,,The Elites,7,2,2026-03-19T06:29:28Z
Backpack_CraftGlue,Transform Containers,backpack,rare,,My Hero Academia,5,2,2024-05-11T00:00:00Z
Backpack_CraneAnchor,Trap Television,backpack,rare,,Perilous Puppet,5,4,2024-10-07T18:06:54Z
Backpack_CraneGame,Clawz Retro,backpack,uncommon,,,4,OG,2023-11-03T09:12:39Z
Backpack_CraneLaugh,Eternal Fortune,backpack,rare,CREW SERIES,Wings of Grace,2,Remix,2024-11-13T10:14:32Z
Backpack_CrawlyTech,Lil' Pippa,backpack,rare,,Fly-entific Method,6,5,2025-09-18T13:08:36Z
Backpack_CreamDecoy,Queen's Piece,backpack,rare,,Chess Kingdom,7,3,2026-07-16T08:32:04Z
Backpack_CreamDecoy_Mic,Falsetto Fianchetto,backpack,rare,,Chess Kingdom,7,3,2026-07-16T08:32:04Z
Backpack_CreamSkull_Guitar,Marty's Gibson ES-345,backpack,rare,,Back to the Future,7,1,2025-11-29T20:57:37Z
Backpack_CrimpPerfume,Summer Snapper,backpack,dc,DC SERIES,Gotham City Summer,7,3,2026-07-16T08:00:00Z
Backpack_CrimsonPeak,RIG,backpack,gaminglegends,Gaming Legends Series,Strange Transmissions,4,1,2023-01-23T22:09:27Z
Backpack_CrimsonPeak_Ship,USG Ishimura,backpack,gaminglegends,Gaming Legends Series,Strange Transmissions,4,1,2023-01-23T22:09:27Z
Backpack_CrispRover,NorthQuester Deluxe,backpack,epic,,Intrepid Scoundrel,4,3,2023-06-12T21:47:52Z
Backpack_CrispSeason,Mobile Easel,backpack,rare,,The Art of Battle,6,6,2025-11-02T20:05:32Z
Backpack_CrispSeason_DrumStick,Impasto!,backpack,rare,,,6,6,2025-11-02T20:05:32Z
Backpack_CrossWiper,Stone Cold Skull,backpack,rare,,Stone Cold Steve Austin,7,2,2026-04-16T19:01:22Z
Backpack_CrowCall,Skull of the Storm,backpack,icon,Icon Series,Metallica,5,3,2024-06-13T08:00:00Z
Backpack_CrowCall_Drum,Lars's TAMA Kit,backpack,icon,Icon Series,Metallica,,,2025-05-22T01:55:14Z
Backpack_CrownOrder,Majestic Throne,backpack,rare,,Crowned Combatant,6,4,2025-07-29T08:28:45Z
Backpack_CrudeDraft,Midnight Violet Oozie,backpack,epic,,,7,4,2026-09-03T15:24:18Z
Backpack_CrumbViolin,Dimension X Portal,backpack,rare,,TMNT,6,2,2025-04-22T15:52:48Z
Backpack_CrumpleFold,Walker's Headcase,backpack,rare,,Survivors in Arms,6,2,2025-04-03T14:55:18Z
Backpack_CrystalGlobe,Nanoblack Sample,backpack,gaminglegends,Gaming Legends Series,UT,6,1,2024-12-01T03:58:22Z
Backpack_CubeCoast,Message in a Bottle,backpack,epic,CREW SERIES,Oakwitch Academy,4,3,2023-06-27T12:21:59Z
Backpack_CubicVice,Tomoki & Katana,backpack,rare,,Wandering Warrior,6,1,2024-12-01T03:58:22Z
Backpack_CupidEvil,Magmacore Sheath,backpack,lava,Lava Series,Heartbreak Royale,4,4,2023-10-10T11:59:07Z
Backpack_CupidHunter,Heartbeat Speaker,backpack,rare,,The Pink Bandit,6,1,2025-01-31T14:25:34Z
Backpack_CurbRestore,House Stark Shield,backpack,rare,,Ice and Fire,7,2,2026-03-19T17:30:32Z
Backpack_CyberDelivery,Angy Counter,backpack,rare,CREW SERIES,Void Hax,6,2,2025-03-25T17:24:52Z
Backpack_CyberFNCS,Focused Emblem,backpack,rare,,FNCS,7,4,2026-09-17T16:17:14Z
Backpack_CyberFNCSShield_42,FNCS Sentry,backpack,uncommon,,FNCS,7,4,2026-09-17T16:17:14Z
Backpack_Cyberfu_Brigade,Cash 'n Chucks,backpack,rare,,Golden Tactical,6,2,2025-03-11T08:32:47Z
Backpack_CyberMitt,Bug Basher,backpack,rare,,Rōnin's Ride,6,5,2025-09-10T08:18:34Z
Backpack_CyberRunnerGolden,Holo-Boot Pack,backpack,rare,,,5,1,2023-12-04T16:12:17Z
Backpack_CyborgWarrior,Tome of Skulls,backpack,rare,,Metal Menace,6,5,2025-08-07T09:33:19Z
Backpack_CyclopsPrey,Flying Burger,backpack,rare,,Bob's Burgers,6,4,2025-06-12T13:22:27Z
Backpack_CymbalBar,Cap's USO Shield,backpack,marvel,MARVEL SERIES,MCU Avengers,7,2,2026-03-20T00:00:00Z
Backpack_DaffodilSong,Apollo's Sunrise,backpack,rare,,Dawn's King,5,2,2024-04-09T08:38:56Z
Backpack_DaggerPack,Solid Skull,backpack,rare,,Most Wanted,4,1,2023-02-14T10:24:42Z
Backpack_DairyString_Wade,Banana Bunch Lunch,backpack,rare,,The Simpsons,6,6,2025-11-11T09:37:13Z
Backpack_DameRegent,Gilded Contingency,backpack,rare,,Royale Royalty,6,4,2025-06-07T19:01:48Z
Backpack_DandyFlare,Zurg Blaster Pack,backpack,rare,,T.Rux Shredder,7,2,2026-04-08T17:00:32Z
Backpack_DangerIndex,Spicefish,backpack,icon,Icon Series,Ice Spice,7,3,2026-07-23T14:00:30Z
Backpack_DangerMojo,Serpentine Demonslaying Blade,backpack,rare,,Serpentine Hagiri,6,1,2025-01-14T09:36:24Z
Backpack_Dango,Sweet Dango,backpack,uncommon,,,4,2,2023-05-02T12:59:13Z
Backpack_DapperPunch,Honor & Glory,backpack,rare,,Honor's Emissary,4,4,2023-08-25T17:49:31Z
Backpack_DarkAzalea,Clone Pod,backpack,marvel,MARVEL SERIES,X-23,3,4,2022-10-08T17:05:51Z
Backpack_DarkNinjaWhite,Enigma Shift,backpack,uncommon,,Be the Mystery,5,1,2024-01-23T13:34:48Z
Backpack_DarkStance,Snakebite Keyring,backpack,legendary,,Underworld King,5,2,2024-03-08T13:32:49Z
Backpack_DarkStance_Bass,The Underworlder,backpack,rare,,Underworld King,,,2025-05-22T01:55:14Z
Backpack_DashSurge,Sous-shi Chefs,backpack,rare,CREW SERIES,Durrr Omakase,6,1,2024-12-18T12:19:13Z
Backpack_Dazzle,The Boom,backpack,epic,,Retro Redux,4,2,2023-03-12T08:46:29Z
Backpack_DecaSphere,Rackpack,backpack,rare,,Backspin Brawler,2,Remix,2024-11-02T17:09:31Z
Backpack_DefectBlip,Power Panels,backpack,epic,,Machine Learning,3,4,2022-11-01T13:50:36Z
Backpack_DefectGlitch,Signal Sever,backpack,epic,,Machine Learning,3,4,2022-11-01T13:50:36Z
Backpack_DegreeProper,Noodle's Case,backpack,icon,Icon Series,Gorillaz,6,5,2025-08-26T08:00:00Z
Backpack_DegreeProper_Guitar,Noodle's Axe,backpack,icon,Icon Series,Gorillaz,6,5,2025-08-26T08:00:00Z
Backpack_DemoCrook,Meaty TNT,backpack,rare,,Detonator,5,2,2024-03-26T08:30:33Z
Backpack_DenimEquip,Snap-A-Zoomatic,backpack,rare,,Mighty Questie,2,Remix,2024-11-02T17:09:31Z
Backpack_DenimEquip_Guitar,Guffy 6-String,backpack,rare,,Mighty Questie,2,Remix,2025-05-22T01:55:14Z
Backpack_DenseFog,Sakaaran Shield,backpack,marvel,MARVEL SERIES,Ragnarok,5,2,2024-04-23T08:26:50Z
Backpack_DerangedMile,Peelian Pod,backpack,rare,,Man of Action,7,1,2025-11-29T20:57:37Z
Backpack_DerbySwarm_Keytar,Platinum Chromatica Keytar,backpack,icon,Icon Series,Lady Gaga,,,2025-05-22T01:55:14Z
Backpack_Despair,Black Fang,backpack,epic,CREW SERIES,Tooth and Claw,3,4,2022-09-27T15:40:00Z
Backpack_DiamondHeart,Carbon Fiber Holster,backpack,epic,,Flawless,5,1,2023-12-04T16:12:17Z
Backpack_DimeBlanketGrace,SC Heart Purse,backpack,icon,Icon Series,Sabrina Carpenter,6,2,2025-04-08T08:00:00Z
Backpack_DimeBlanketGrace_Guitar,SC Guitar,backpack,icon,Icon Series,Sabrina Carpenter,,,2025-05-22T01:55:14Z
Backpack_DimeBlanketKnot,Heart Cloud,backpack,icon,Icon Series,Sabrina Carpenter,6,2,2025-04-08T08:41:18Z
Backpack_DimeBlanketKnot_Guitar,SC Electric,backpack,icon,Icon Series,Sabrina Carpenter,,,2025-05-22T01:55:14Z
Backpack_DimeBlanket_Mic,Sabrina's Mic,backpack,icon,Icon Series,Sabrina Carpenter,,,2025-04-08T08:00:00Z
Backpack_DirectContact,Katara's Waterskin,backpack,rare,,Avatar,5,2,2024-04-09T08:00:00Z
Backpack_DiscoBall,Mirrorball,backpack,rare,,Shimmering Onibi,5,2,2024-03-08T13:32:49Z
Backpack_DiscoButler,G'Norts Summer Tote,backpack,rare,,Gotham City Summer,7,3,2026-07-16T08:32:04Z
Backpack_DistantEchoCastle,R2-D2,backpack,starwars,Star Wars Series,Original Trilogy,3,4,2022-11-01T08:00:00Z
Backpack_DistantEchoPilot,Millennium Falcon,backpack,starwars,Star Wars Series,Original Trilogy,3,4,2022-11-01T08:00:00Z
Backpack_DistantEchoPro,Training Remote,backpack,starwars,Star Wars Series,Original Trilogy,3,4,2022-11-01T08:00:00Z
Backpack_DodgyOven,Gata Bag,backpack,rare,,Gata Grappler,6,3,2025-05-02T13:15:59Z
Backpack_DollEnthusiast,Stuffie Sack,backpack,rare,CREW SERIES,Fuzzy Phenom,5,4,2024-08-17T06:38:59Z
Backpack_DolphinGill,Lucas' Backpack,backpack,rare,,Stranger Things,6,6,2025-11-20T15:08:06Z
Backpack_DomeRoof,Jack's Prize,backpack,rare,,Pirates of the Caribbean,5,3,2024-06-22T08:21:26Z
Backpack_DonkeyCrib,Fantastic Four Model Space Craft,backpack,marvel,MARVEL SERIES,Fantastic Four: First Steps,6,4,2025-07-22T19:09:15Z
Backpack_DorsalDance,Rising Tide,backpack,rare,,Safety Shark,5,3,2024-06-22T08:21:26Z
Backpack_DoubleConk,Reboot Replica,backpack,rare,CREW SERIES,Supernova Academy,6,4,2025-06-18T09:06:01Z
Backpack_DoubleDuty,Momo Messenger,backpack,rare,,Avatar,5,2,2024-04-09T08:38:56Z
Backpack_DoubleDutyStew,Four Elements Banner,backpack,rare,,Avatar,5,2,2024-04-09T08:38:56Z
Backpack_DoubleDuty_Guitar,Dramyin,backpack,rare,,Avatar,,,2025-05-22T01:55:14Z
Backpack_DoughDisk,Symbiote Slicers,backpack,marvel,MARVEL SERIES,Symbiotes,5,4,2024-10-12T06:22:57Z
Backpack_DracoDueler,Drakonscale Duo,backpack,epic,CREW SERIES,Hybrid Evolved,4,4,2023-10-28T05:25:35Z
Backpack_DragonPry,Synthesis Sai,backpack,rare,,Brood,7,2,2026-04-01T08:41:08Z
Backpack_DrapeUltra,Stepping Disc Sheathe,backpack,marvel,MARVEL SERIES,Magik,7,1,2026-02-16T00:00:00Z
Backpack_DriedSilk,Headpool,backpack,marvel,MARVEL SERIES,Deadpool & Wolverine,5,3,2024-07-26T15:47:44Z
Backpack_DriedSilk_Bass,DP's Bass,backpack,marvel,MARVEL SERIES,Deadpool & Wolverine,,,2025-03-10T00:00:00Z
Backpack_DriftAvatar,Atlantean Jug,backpack,epic,,Infinite Drift,4,OG,2023-11-03T09:12:39Z
Backpack_DriftFable,Batman's Cape (Pen & Ink),backpack,dc,DC SERIES,Gotham City (Pen & Ink),7,2,2026-05-20T00:00:00Z
Backpack_DriftSwat,Strider's Hardshell,backpack,epic,,Infinite Drift,4,OG,2023-11-03T09:12:39Z
Backpack_DriftTrooper,Red Riftcage,backpack,epic,,Infinite Drift,4,OG,2023-11-03T09:12:39Z
Backpack_DrinkUp_Keytar,Bevvy Metal,backpack,rare,,,,,2025-01-19T00:00:00Z
Backpack_DroveRay,Snowy Owl,backpack,rare,,Celebration of Hogwarts,7,1,2025-12-18T10:38:26Z
Backpack_DryEraseCod,Dreamer's Two-Shot,backpack,icon,Icon Series,Bruno Mars,6,4,2025-06-18T09:06:01Z
Backpack_DryEraseToro,Bruno's Collection,backpack,icon,Icon Series,Bruno Mars,6,4,2025-06-18T08:00:00Z
Backpack_DryErase_Bass,Worldwide Bass,backpack,icon,Icon Series,Bruno Mars,,,2025-06-18T08:00:00Z
Backpack_DryErase_DrumStick,Red Hearts Kit,backpack,icon,Icon Series,Bruno Mars,,,2025-06-18T09:06:01Z
Backpack_DryErase_Guitar,Last Reprise,backpack,icon,Icon Series,Bruno Mars,,,2025-06-18T09:06:01Z
Backpack_DryErase_Keytar,Key Charm,backpack,icon,Icon Series,Bruno Mars,,,2025-06-18T08:00:00Z
Backpack_DuneBriefShift,E-Tank Power Pack,backpack,gaminglegends,Gaming Legends Series,Mega Man,7,4,2026-09-07T20:23:20Z
Backpack_DuskBelt,Vault Boy Bobblehead,backpack,gaminglegends,Gaming Legends Series,Vault-Tec,5,3,2024-06-22T08:21:26Z
Backpack_DustyBones_Guitar,Bone Head,backpack,rare,,Grim Grooves,,,2025-10-09T08:45:50Z
Backpack_DustyBun,Moth Eye Wings,backpack,rare,,Cryptic Cryptid,6,5,2025-10-09T08:45:50Z
Backpack_DyeBlast,Armored Brite Bag,backpack,rare,,Fractal Heroes,7,4,2026-09-03T15:24:18Z
Backpack_DyedDuelist,Clothier's Spellkit,backpack,epic,,Savvy Sorceress,4,4,2023-09-26T14:25:42Z
Backpack_EagerTrapper,Torto-nade,backpack,rare,CREW SERIES,Boom Trapper,6,4,2025-07-29T08:28:45Z
Backpack_EagerUnify,Reddysh's Bear Bag,backpack,icon,Icon Series,Triple Threat,7,2,2026-04-16T08:20:44Z
Backpack_EarthLane,Blueflame Lighter,backpack,rare,,My Hero Academia,5,2,2024-05-11T00:00:00Z
Backpack_Ebony,Fox Wayfinder,backpack,epic,,Sign of the Fox,4,2,2023-03-12T08:46:29Z
Backpack_EctoCat,Furrocious Flame,backpack,epic,,Meownstrosity,4,4,2023-10-10T11:59:07Z
Backpack_Edged_Guitar,Axecutioner,backpack,rare,,,,,2025-04-23T00:00:00Z
Backpack_EdgeTilt_Keytar,The Deepend,backpack,rare,,,,,2025-02-27T00:00:00Z
Backpack_EdgyCrush,Love Skully,backpack,rare,,,7,1,2026-02-05T15:01:36Z
Backpack_EggnogFaucet,Johnny's Fantastic Logo,backpack,marvel,MARVEL SERIES,Fantastic Four: First Steps,6,4,2025-07-22T19:09:15Z
Backpack_ElbowChatUniversal,Mephisto's Cloak,backpack,marvel,MARVEL SERIES,Mephisto,5,4,2024-10-13T00:00:00Z
Backpack_ElectroShock_Mic,Shocking Serenade,backpack,rare,,,,,2025-10-09T08:45:50Z
Backpack_ElegantHeist,Hart's Lyre,backpack,rare,,Lovestruck Lyricist,6,2,2025-03-25T17:24:52Z
Backpack_ElegantLilyAnkle,Bichota Season Flower,backpack,icon,Icon Series,Karol G,5,4,2024-08-17T06:38:59Z
Backpack_ElegantLilyCharm,Cool Transport,backpack,icon,Icon Series,Karol G,5,4,2024-08-17T06:38:59Z
Backpack_ElegantLily_Bass,Bichota 4-String,backpack,icon,Icon Series,Karol G,,,2025-05-22T01:55:14Z
Backpack_ElegantLily_Guitar,Bichota 6-String,backpack,icon,Icon Series,Karol G,,,2025-05-22T01:55:14Z
Backpack_ElegantLily_Mic,Bichota Mic,backpack,icon,Icon Series,Karol G,,,2025-05-22T01:55:14Z
Backpack_ElegantLily_Plush_Mic,MSB Mic,backpack,icon,Icon Series,Karol G,,,2025-03-24T00:00:00Z
Backpack_Elevate,Cap's Shield,backpack,marvel,MARVEL SERIES,Captain America,4,1,2023-02-19T00:00:00Z
Backpack_EmberRae,Groaker,backpack,epic,CREW SERIES,Embers of Empire,4,1,2023-02-03T01:02:06Z
Backpack_EmberYearn,Moxie's Hoot Holder,backpack,icon,Icon Series,Triple Threat,7,2,2026-04-16T08:20:44Z
Backpack_EmeraldGlassGreen,All Might Collectible,backpack,epic,,My Hero Academia,4,1,2022-12-16T09:40:06Z
Backpack_EmeraldGlassPink,Uravity Booster,backpack,epic,,My Hero Academia,4,1,2022-12-16T09:40:06Z
Backpack_EmeraldGlassRebel,Grenade Backpack,backpack,epic,,My Hero Academia,4,1,2022-12-16T09:40:06Z
Backpack_EmeraldGlassStandAlone,Principal Nezu,backpack,epic,,My Hero Academia,4,1,2022-12-16T09:40:06Z
Backpack_EmeraldGlassTransform,U.A. Cape,backpack,uncommon,,My Hero Academia,4,1,2022-12-16T09:40:06Z
Backpack_Enchanted_Drum,Metro-Gnome,backpack,rare,,,,,2025-02-11T00:00:00Z
Backpack_EnsureHall_Snag,Tank Cannons,backpack,rare,,Mighty Morphin,6,5,2025-09-18T13:08:36Z
Backpack_Ephemeral,Dawn Aegis,backpack,epic,,The Triarchs,4,4,2023-09-26T14:25:42Z
Backpack_EssayViewMyth,Lil' Cenat,backpack,icon,Icon Series,Kai Cenat,6,5,2025-09-10T15:10:30Z
Backpack_EssayViewPier,Fire Hazard,backpack,icon,Icon Series,Kai Cenat,6,5,2025-09-10T15:10:30Z
Backpack_EthicalNoggin,Ghoul Portal,backpack,rare,,Skull Squad,6,1,2024-12-01T03:58:22Z
Backpack_EvokeFind,Zoey's Ramyeon,backpack,icon,Icon Series,KPop Demon Hunters,6,5,2025-10-02T08:00:00Z
Backpack_ExcellentBass,Tactical Jams,backpack,rare,,Raptor Royale,6,1,2025-01-31T14:25:34Z
Backpack_ExcitedCyan,Katalina's Kit Bag,backpack,rare,,Feline Fandom,5,3,2024-05-24T08:11:50Z
Backpack_ExtractionFrame,Extraction Frame,backpack,common,,,7,3,2026-06-06T03:03:15Z
Backpack_ExtractionFrame_CopperMoggy,Slone's Extraction Frame,backpack,common,,Island's Innovator,7,3,2026-06-25T12:03:20Z
Backpack_ExtractionFrame_FunkyFeather,Cluster's Ex-quack-tion Frame,backpack,common,,Lucky Duck,7,3,2026-06-25T12:03:20Z
Backpack_ExtractionFrame_HydroDrift,Wolfe's Extraction Frame,backpack,common,,Wolfe Hunt,7,3,2026-07-16T08:32:04Z
Backpack_ExtractionFrame_LemonWrath,The Voidblade's Extraction Frame,backpack,common,,The Void Unknown,7,3,2026-07-16T08:32:04Z
Backpack_ExtractionFrame_LivelySugar,Dylan's Extraction Frame,backpack,common,,Mercenary Heartbreaker,7,3,2026-07-16T08:32:04Z
Backpack_ExtractionFrame_LocalTalent,PJ's Extraction Frame,backpack,common,,,7,3,2026-07-30T13:11:09Z
Backpack_ExtractionFrame_PixieParts,The Guardian's Friend Frame!,backpack,common,,The New Seven,7,3,2026-06-25T12:03:20Z
Backpack_FabulousWind,Harpy Wings,backpack,rare,,Shrieking Star,5,2,2024-04-09T08:38:56Z
Backpack_FacetBlom,Ryū Ichimonji,backpack,gaminglegends,Gaming Legends Series,Overwatch,7,2,2026-05-14T09:00:00Z
Backpack_FaintDoor,Revenant's Coffin,backpack,rare,CREW SERIES,Moonlit Hunter,7,4,2026-09-03T15:24:18Z
Backpack_FairyFlex,Heart of Darkness,backpack,rare,CREW SERIES,Underworld Queen,5,3,2024-06-22T08:21:26Z
Backpack_FairyMochi,Little Lemonsweets,backpack,rare,,Adventure Time,7,1,2026-01-16T00:00:00Z
Backpack_FaithPerch,Rebecca Plushie,backpack,rare,,Cyberpunk Edgerunners,7,4,2026-09-17T16:17:14Z
Backpack_FallValleyBlink,Attaché Case,backpack,gaminglegends,Gaming Legends Series,Raccoon City Survivors,4,2,2023-03-17T00:00:00Z
Backpack_FallValleyCharge,R.P.D. Keys,backpack,gaminglegends,Gaming Legends Series,Raccoon City Survivors,4,2,2023-03-17T00:00:00Z
Backpack_FalseVulture,High-frequency Blade,backpack,gaminglegends,Gaming Legends Series,Sneaking,5,1,2024-01-23T13:34:48Z
Backpack_FamilyPoll,Night King's Falx,backpack,rare,,Ice and Fire,7,2,2026-03-19T17:30:32Z
Backpack_FanFavorite_Drum,Relika Copper,backpack,rare,,,,,2025-03-23T00:00:00Z
Backpack_FangGang_Bass,The Fangler,backpack,rare,,,,,2025-05-22T01:55:14Z
Backpack_FareSpore,mau5 head,backpack,icon,Icon Series,deadmau5,6,4,2025-08-05T04:00:52Z
Backpack_FareSpore_Guitar,Lightwave Bridge,backpack,icon,Icon Series,deadmau5,,,2025-08-05T04:00:52Z
Backpack_FareSpore_Keytar,Keys 'n Stuff,backpack,icon,Icon Series,deadmau5,,,2025-08-05T04:00:52Z
Backpack_FashionFeline,Ratty Speedbag,backpack,rare,,Meowscles of a Boxer,6,5,2025-10-02T12:10:53Z
Backpack_FastCheetah,Frying Pan,backpack,epic,,Family Guy,5,1,2024-01-27T00:00:00Z
Backpack_FaunaPike,Oathkeeper & Oblivion,backpack,gaminglegends,Gaming Legends Series,Kingdom Hearts,7,4,2026-09-17T08:00:00Z
Backpack_FaunaPike_Guitar,Arpeggio,backpack,gaminglegends,Gaming Legends Series,Kingdom Hearts,7,4,2026-09-17T08:00:00Z
Backpack_FauxVenom,Kaigara Core,backpack,rare,,Kata Tech,4,3,2023-06-12T21:47:52Z
Backpack_FearCatch,Sam's Fluffy Spider,backpack,rare,,Danny Phantom,7,1,2025-12-06T00:00:00Z
Backpack_FearlessFlightHero,Spider-Verse Portal,backpack,marvel,MARVEL SERIES,Across the Spider-Verse,4,2,2023-05-21T19:16:19Z
Backpack_FearlessFlightMenace,2099 Web Cape,backpack,marvel,MARVEL SERIES,Across the Spider-Verse,4,2,2023-05-21T19:16:19Z
Backpack_FeatherMudGlance,Portable Playmaker,backpack,icon,Icon Series,Lionel Messi,6,1,2024-12-13T14:02:09Z
Backpack_FeatherMudLounge,Number 10,backpack,icon,Icon Series,Lionel Messi,6,1,2024-12-13T14:02:09Z
Backpack_FeelUnionMoo,Ironmouse Worm,backpack,rare,,Ironmouse,7,4,2026-09-17T16:17:14Z
Backpack_FeelUnionMoo_Mic,Ironmouse's Bubi Mic,backpack,rare,,Ironmouse,7,4,2026-09-17T16:17:14Z
Backpack_FeelUnionSki,Bubi,backpack,rare,,Ironmouse,7,4,2026-09-17T16:17:14Z
Backpack_FelineWarrior,Pathwalker's Pack,backpack,uncommon,,Curious Pathwalker,5,2,2024-03-26T08:30:33Z
Backpack_FeralTrash,Trashed Can,backpack,rare,,Garbage King,5,1,2024-02-22T11:00:40Z
Backpack_FierceBraid,Dragon's Rest,backpack,uncommon,,Year of the Dragon,5,1,2024-02-08T07:29:35Z
Backpack_FifthFully,Siren Wings,backpack,gaminglegends,Gaming Legends Series,Mayhem,7,4,2026-08-28T13:01:08Z
Backpack_Filigree_Guitar,Filigree,backpack,rare,,,,,2025-04-17T00:00:00Z
Backpack_FinchVisit,Joker in the Box,backpack,dc,DC SERIES,Batman Beyond,7,1,2025-12-22T00:00:00Z
Backpack_FineCheek,Ikran Totem,backpack,rare,,Avatar: Warriors of Pandora,6,1,2025-02-15T00:00:00Z
Backpack_FireFuse_Bass,Burner,backpack,rare,,,,,2025-11-02T20:05:32Z
Backpack_Firework,Boom Bag,backpack,rare,,Rally Rocketeer,4,3,2023-06-27T12:21:59Z
Backpack_FirstClass,Baller Stick,backpack,rare,,Blacktop Ballers,5,2,2024-04-28T20:56:14Z
Backpack_FishBowlBone,Bird Skull,backpack,gaminglegends,Gaming Legends Series,Silver & Sorcery,4,3,2023-06-23T11:00:00Z
Backpack_FitVapor,Virtual Servpak,backpack,rare,,Virtual Warrior,6,1,2025-01-31T14:25:34Z
Backpack_FlakeSlide,Pingwin's Ski Pack,backpack,rare,,Pingwin's Last Resort,7,1,2025-12-11T16:07:07Z
Backpack_FlameBride,The Widowmaker,backpack,rare,,Bride of Ashes,6,2,2025-04-22T15:52:48Z
Backpack_FlamingoCountry,Flambago,backpack,rare,,Feathered West,5,1,2024-01-23T13:34:48Z
Backpack_FlavorStock,Fantastic Free Weight,backpack,marvel,MARVEL SERIES,Fantastic Four: First Steps,6,4,2025-07-22T19:09:15Z
Backpack_FlickLedge,Underworld Poison,backpack,rare,,Disney's Hercules,7,2,2026-03-27T13:00:19Z
Backpack_FlintTwirl,Suisei's Star Map,backpack,icon,Icon Series,Hoshimachi Suisei,7,1,2026-03-12T09:00:38Z
